"PARAM" "OV" "PCV"
0 2839998.35331681 0.478076511886437
0.00490879707972581 2839999.9822205 0.467778402145144
0.00981759415945161 2839999.98723017 0.466951227648661
0.0147263912391774 2839999.95529544 0.466285415668737
0.0196351883189032 2839999.8988738 0.465685046877051
0.024543985398629 2839999.73607304 0.46512162064255
0.0294527824783548 2839999.66178238 0.464604127098226
0.0343615795580807 2839999.37436737 0.464009579879965
0.0392703766378065 2839998.76075547 0.463408329102489
0.0441791737175323 2839999.94222597 0.463556205478189
0.0490879707972581 2839999.80367323 0.464793661728054
0.0539967678769839 2839999.53941787 0.464687076433567
0.0589055649567097 2839998.91059871 0.462955298531019
0.0638143620364355 2839998.82813914 0.461234252900499
0.0687231591161613 2839999.99211532 0.459077637113334
0.0736319561958871 2839999.66234747 0.458100606993555
0.0785407532756129 2839999.885953 0.457190946496334
0.0834495503553387 2839128.43738446 0.455463941526492
0.0883583474350645 2837356.35429997 0.45288690434561
0.0932671445147903 2835566.74530814 0.450295674902077
0.0981759415945161 2833745.32987819 0.447678357589427
0.103084738674242 2832109.35811671 0.445213010398937
0.107993535753968 2830354.01785081 0.442650189068854
0.112902332833694 2828604.77961506 0.440093106747229
0.117811129913419 2826759.65588086 0.437457704985289
0.122719926993145 2825123.59188122 0.434994656646308
0.127628724072871 2823360.96271826 0.432428362608225
0.132537521152597 2821661.39372977 0.429915445875527
0.137446318232323 2819944.8504546 0.427389552084979
0.142355115312048 2818183.81005061 0.424828461267836
0.147263912391774 2816490.59048903 0.422325624544226
0.1521727094715 2814682.8762777 0.419730252481288
0.157081506551226 2813000.02253046 0.417239541977905
0.161990303630952 2811301.34131812 0.414738587746044
0.166899100710677 2809585.86120545 0.412225185891029
0.171807897790403 2807886.41085592 0.409726714416187
0.176716694870129 2806300.94051007 0.407325534565609
0.181625491949855 2804576.71934697 0.404810868430357
0.186534289029581 2802904.68278919 0.402341874597294
0.191443086109306 2801230.83730782 0.399872871353692
0.196351883189032 2799445.48578029 0.397313516025279
0.201260680268758 2797786.00404078 0.394860642750114
0.206169477348484 2796128.7846164 0.392411116762604
0.21107827442821 2794474.91577165 0.389967195965579
0.215987071507936 2792825.25497603 0.38752791886847
0.220895868587661 2791180.84528665 0.385095771926171
0.225804665667387 2789543.59762073 0.382670765706215
0.230713462747113 2787918.29915261 0.380258498750383
0.235622259826839 2786303.23435781 0.377855890886996
0.240531056906565 2784661.46774924 0.375434199290339
0.24543985398629 2783013.56608552 0.373008455969464
0.250348651066016 2781381.25205119 0.370598660682152
0.255257448145742 2779757.04106203 0.368196721725999
0.260166245225468 2778139.07428753 0.365803146363041
0.265075042305194 2776525.80499811 0.363414556730307
0.269983839384919 2774916.7992579 0.361032957378009
0.274892636464645 2773311.82432154 0.358656557309688
0.279801433544371 2771710.74475544 0.356285486041499
0.284710230624097 2770113.474481 0.353920700399542
0.289619027703823 2768519.95252437 0.351560660301316
0.294527824783548 2766930.12940172 0.349207692449975
0.299436621863274 2765344.44820668 0.346860528744889
0.304345418943 2763763.68287116 0.344520827474264
0.309254216022726 2762186.66773507 0.342187849994986
0.314163013102452 2760613.34799393 0.339860036864863
0.319071810182177 2759043.63839543 0.337539677444851
0.323980607261903 2757477.40782158 0.335224722283734
0.328889404341629 2755912.27122402 0.332913055298173
0.333798201421355 2754355.81922106 0.330612491105535
0.338706998501081 2752794.53292441 0.328311433341293
0.343615795580807 2751260.65863469 0.326035564141396
0.348524592660532 2749738.76712554 0.323774637343677
0.353433389740258 2748205.52102799 0.321507677394897
0.358342186819984 2746663.17996672 0.319236374409265
0.36325098389971 2745124.33836882 0.31697324710982
0.368159780979436 2743590.08269926 0.314717678106862
0.373068578059161 2742057.5870972 0.312467081775957
0.377977375138887 2740543.01349354 0.310235574117724
0.382886172218613 2739038.98991509 0.308017367858308
0.387794969298339 2737510.22376451 0.30578306680167
0.392703766378065 2735966.72028703 0.303540268254202
0.39761256345779 2734389.14006712 0.301275184339942
0.402521360537516 2732796.71255605 0.29900268088396
0.407430157617242 2731285.48606664 0.296800300895147
0.412338954696968 2729900.61961408 0.294704398977189
0.417247751776694 2728391.59480432 0.292513142535596
0.422156548856419 2726881.15823734 0.290325656168185
0.427065345936145 2725372.86265029 0.288144038140241
0.431974143015871 2723867.56054221 0.285969291781465
0.436882940095597 2722365.43909777 0.283801472951887
0.441791737175323 2720866.44406974 0.28164197276074
0.446700534255048 2719370.44402588 0.279489494095999
0.451609331334774 2717877.30094635 0.277344088910495
0.4565181284145 2716386.88186488 0.275205359276317
0.461426925494226 2714899.10934789 0.273073303942061
0.466335722573952 2713413.9013066 0.270949351502177
0.471244519653678 2711931.19714055 0.26883237337629
0.476153316733403 2710450.9472093 0.266722232475053
0.481062113813129 2708973.10973984 0.264619117464183
0.485970910892855 2707497.64874271 0.262522713363184
0.490879707972581 2706024.53266689 0.260432996396181
0.495788505052307 2704553.73368967 0.258351395955729
0.500697302132032 2703085.22737411 0.256277028584128
0.505606099211758 2701618.99280455 0.254209650757104
0.510514896291484 2700155.01302306 0.252149557007107
0.51542369337121 2698693.27594121 0.25009647659135
0.520332490450936 2697233.82221008 0.248050870309877
0.525241287530661 2695776.53463859 0.246011966513372
0.530150084610387 2694319.53294355 0.243979625032774
0.535058881690113 2692864.61182017 0.241954927477086
0.539967678769839 2691411.69548307 0.239937973352141
0.544876475849565 2689960.70274089 0.237928221958768
0.54978527292929 2688511.54828698 0.235926147884517
0.554694070009016 2687064.14176313 0.233931260828711
0.559602867088742 2685618.38447816 0.231943493289894
0.564511664168468 2684174.27180027 0.229962559246794
0.569420461248194 2682731.46836816 0.227988194048067
0.574329258327919 2681289.89763195 0.226020377238714
0.579238055407645 2679849.32638268 0.224058418534172
0.584146852487371 2678409.41235566 0.222103601534187
0.589055649567097 2676969.59893672 0.220154913325071
0.593964446646823 2675528.81555849 0.218211957834304
0.598873243726548 2674085.57706446 0.216273178497982
0.603782040806274 2672651.28013766 0.214347363810205
0.608690837886 2671217.96320565 0.21242840612591
0.613599634965726 2669785.62800922 0.210516039876413
0.618508432045452 2668354.31987653 0.208610681209332
0.623417229125177 2666923.9494506 0.206711746987029
0.628326026204903 2665494.81148665 0.204819770667084
0.633234823284629 2664067.23731806 0.202934823523931
0.638143620364355 2662641.58968042 0.201057030371217
0.643052417444081 2661218.33312186 0.19918708269758
0.647961214523807 2659798.03095274 0.197324939267676
0.652870011603532 2658453.41970072 0.195524609891533
0.657778808683258 2657041.65255762 0.193680287553181
0.662687605762984 2655633.27587233 0.191844086054828
