"PARAM" "OV" "PCV1" "PCV2" "PCV3" "PCV4" "PCV5"
0 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.00180360721442886 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.00360721442885772 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.00541082164328657 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.00721442885771543 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.00901803607214429 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0108216432865731 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.012625250501002 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.0144288577154309 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.0162324649298597 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.0180360721442886 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0198396793587174 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.0216432865731463 395 0.371195261832954 0.319197455904993 0.425811767578125 0.394775190279927 0
0.0234468937875752 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.025250501002004 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0270541082164329 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.0288577154308617 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.0306613226452906 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0324649298597194 395 0.371195261832524 0.319196145028016 0.425811767578125 0.394769118332439 0
0.0342685370741483 395 0.371195261832954 0.319197455904993 0.425811767578125 0.394775190279927 0
0.0360721442885772 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.037875751503006 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0396793587174349 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0414829659318637 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0432865731462926 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0450901803607214 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0468937875751503 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.0486973947895792 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.050501002004008 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.0523046092184369 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0541082164328657 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0559118236472946 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.0577154308617234 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0595190380761523 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0613226452905812 395 0.332039218898577 0.267318779559725 0.402534484863281 0.362191991486113 0
0.06312625250501 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0649298597194389 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0667334669338677 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0685370741482966 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0703406813627254 395 0.33203921889843 0.267319753300013 0.402534484863281 0.362185362839612 0
0.0721442885771543 385 0.328706321649534 0.2629807535881 0.400436401367188 0.35939829208259 0
0.0739478957915832 385 0.316884623813378 0.247971498888362 0.393035888671875 0.349410546662975 0
0.075751503006012 385 0.316884623813378 0.247971498888362 0.393035888671875 0.349410546662975 0
0.0775551102204409 385 0.221987669202034 0.136909099270093 0.331756591796875 0.267215734056311 0
0.0793587174348697 385 0.316884623813378 0.247971498888362 0.393035888671875 0.349410546662975 0
0.0811623246492986 385 0.313726442135438 0.243308576518322 0.391433715820312 0.346968758174044 0
0.0829659318637275 385 0.221987669202034 0.136909099270093 0.331756591796875 0.267215734056311 0
0.0847695390781563 385 0.221987669202035 0.136910485903283 0.331756591796875 0.267233273670383 0
0.0865731462925852 385 0.221987669202035 0.136910485903283 0.331756591796875 0.267233273670383 0
0.088376753507014 385 0.221987669202034 0.136909099270093 0.331756591796875 0.267215734056311 0
0.0901803607214429 385 0.221987669202034 0.136909099270093 0.331756591796875 0.267215734056311 0
0.0919839679358718 385 0.221987669202035 0.136910485903283 0.331756591796875 0.267233273670383 0
0.0937875751503006 385 0.221987669202035 0.136910485903283 0.331756591796875 0.267233273670383 0
0.0955911823647295 385 0.221987669202034 0.136909099270093 0.331756591796875 0.267215734056311 0
0.0973947895791583 385 0.221987669202034 0.136909099270093 0.331756591796875 0.267215734056311 0
0.0991983967935872 385 0.221987669202035 0.136910485903283 0.331756591796875 0.267233273670383 0
0.101002004008016 385 0.221987669202035 0.136910485903283 0.331756591796875 0.267233273670383 0
